16 22106 83718
-26.71607357850312
32.58351908381204
22.48386419295471
-21.82106742066745
26.11576948065572
-69.96765849053058
2.099384929672779
-30.67479268448813
-43.95336106276501
11.59990287184324
-43.79473176241238
-22.99049370298962
-22.49104452250803
30.91285986493168
-65.11780608247074
-9.676861297659091
-17.63500366413531
7.535772375889246
-17.46364877831593
34.11125796240552
-4.29134438723066
20.57551550493139
-55.53646697015282
-30.70590579858969
25.55987425446453
-58.88156040440242
49.30161665305283
-7.409869544939623
-15.51452144557797
-52.14974617611054
-6.756137347375471
-21.66725070099557
41.93439991545899
37.40762880543003
-77.60146618821399
-20.2005361034569
-15.33649395352269
27.32138798764123
-34.64842115799146
25.95708181980569
-60.88458092599299
-33.85981414779022
-49.38078775311852
25.93613486573363
-33.12326325558038
-54.14033075633159
31.03035634469924
-108.2097324811739
-7.117363457390169
-16.8948653254413
-106.0692539625181
-8.351306073190706
-15.71689291034002
-110.5280480943827
-16.08095931813527
-6.024917257478736
-106.0587718713893
-6.851570548206893
-16.6370762402368
9.78928887704731
-1.779412640598807
25.53204146457166
12.24559733793462
-16.40953867914872
31.44782053301966
-86.00159510914014
-48.96667505765349
30.1583813041219
-32.62441850168926
-52.63447776293037
29.4392910457145
-30.07182119293994
-53.54545444577624
30.51038991166066
-14.41563378759954
60.1172612377613
-56.36298910164605
0.4532520898610438
65.56268103219924
-62.03753997228715
-15.21334457473844
59.97578256211245
-55.85058371492509
-74.04343436766585
-52.00730708111249
31.82314554680491
-69.3890383590454
28.33258647321751
-44.00815704443308
-69.37298782845495
28.33275798568161
-43.99281078042952
-37.89668397434723
47.07635529390446
-49.83654657854905
34.27504753186304
71.86247849798076
-83.46892415243444
48.72109798322766
63.42630269319812
-101.2289102694333
21.33167872089195
52.09649152276109
-91.28756191550887
1.969993872881774
60.08687685502068
-68.91822975461083
8.582868487124362
-23.02403030840602
33.56785565787001
10.64836327960966
-34.12848210161699
32.77224876513603
8.346493055395895
-35.76876199858597
33.16220879937909
-28.99291103860311
-57.25998469472509
34.38545186781003
-49.56405224409589
11.28862449497195
-42.21648838980519
-10.94046951408064
-4.635868997411048
29.26659215096678
-21.12657306929827
-13.52083734509889
25.16104190425215
53.25108756211628
-20.15438597259474
-13.46684045305475
-27.47943433339988
-55.55523196439357
32.61282311361828
48.06225288822145
-41.0010178874761
10.83232975040167
-19.11346495630245
-58.00392485372945
34.67856837231833
46.87173405675411
25.06109927567165
-40.34851400780948
-17.58755891726426
-11.58352035538537
27.30314919317458
2.892390179719236
-8.870102476932709
34.20011974238779
13.96237393224121
-5.897907075909587
25.44999689956719
-14.73039601402978
-26.03262403465656
34.22213168658139
5.064736147613737
-20.28623684183406
34.68050359158354
57.38597403464006
-24.32547430723287
-8.592468251397472
10.35080524451616
-34.11109343117118
32.90207097179815
-29.40934288712369
-51.68756240641073
28.16238172738389
50.83130241405597
-38.33260973191528
7.693811735765066
14.21527648964887
-9.308861749301403
27.79761230993189
12.6062552898706
-38.75323307734246
27.46887856229296
50.27251286689496
-40.71273754870283
9.919307298728889
41.24916499899691
-50.42853864971472
22.04263282083194
12.82541327042226
-4.994588207960739
25.81812176192774
9.124429301958571
-36.30182103899556
31.69615130475535
-30.0129627775408
-54.43112017029134
31.73689420323724
7.481286951373088
-4.558127653530919
29.8746907408048
24.09287500921603
-19.02210352199141
22.39873121837759
11.89450407438823
-32.94111577107542
33.16470928435188
11.89450407438822
-32.94111577107542
33.16470928435191
11.88839725011887
-38.23053488969912
28.82077511647704
11.94777160341183
-39.21763420583759
27.93142909673119
49.99734118773527
-37.3385088531179
6.697681574670037
-2.338035603942997
-18.10053793649738
36.11604387950021
-2.325111293863778
-18.11175440537053
35.9526724399016
50.05812194267698
60.66936093379476
-102.9932174523755
-71.07064657946937
33.25882512708302
-33.75796678378287
48.88541292729803
21.56489514359879
-37.47030396501527
49.33844983946393
19.94767065145507
-38.57662750178636
1.682247889865244
59.0275957539291
-72.22250007724382
-31.53282092998341
57.66014098902535
-45.30793711334377
26.36500725610683
54.42184105687841
-92.73831956589802
57.3467486197074
-43.84201147124424
14.13462799690295
48.15069729104107
0.8850579758323323
-12.464822496785
3.954159939376925
48.4030836867766
-81.1170771244384
42.74875399661558
66.60019272574921
-94.06107739283294
10.56764317823496
68.64905283662144
-68.12842668345149
-64.48866271489233
-9.119790559560562
-17.17170534673663
-33.01286969913378
34.79256355143492
-64.6382258735392
35.27237833930359
75.87120738800083
-80.33152492553754
-7.562579766138081
66.68421271134336
-57.04184287946473
-53.46368366768062
41.32578188157201
-42.62527695688892
-30.95727290076704
-56.46780079085372
33.33955556817474
9.132046075043394
-22.63594596864373
32.66803049009284
-22.69316264566625
-15.83932732689445
25.72530721202932
-23.13556710053524
-16.56624513205637
24.96851326422917
-51.10818712553019
49.52735762492864
-37.02430524701094
-54.5520453939949
31.20406670619544
-51.31933741811136
51.4393661239662
-11.38996574709709
-13.15521691737286
51.80072620460614
-11.99818075725818
-12.55689703284688
52.71602726045008
-2.429654253162296
-3.972818236542957
4.330834359274231
-26.22139877847813
36.20873857029412
53.15278528806709
-13.68128652309199
-9.948876689686386
53.55823423543167
-16.99920025589608
-12.10788981402624
-46.63092896150501
39.65931777456186
-49.20433783117258
57.90725747935854
-25.38270601368281
-6.953471267532162
58.54885680061905
-22.02827631635703
-3.62109651622002
-41.65683541804712
41.99737543596297
-50.64045934247732
-58.94127614214787
39.15175660098979
-41.64327653868707
-110.8246600372374
46.67498059342141
-62.61881126479852
-50.59584800965042
34.17896411453668
-51.39672669621865
-30.88731651928996
44.86853626446608
-57.20996843986847
-11.85806580552689
51.78041954193836
-65.99153409513529
-7.33259210615882
-22.65430681979877
34.41801349929545
-36.56558888161546
46.6011311216768
-51.06585964792534
46.78494523341072
64.12979861802543
-99.13033658022245
16.54443462992239
66.70073110535957
-74.62169528539557
46.87943999245544
64.24882697132541
-99.59947374712522
45.63400573707712
66.58546401176075
-96.25816694196871
-14.40265465647312
60.09631235610421
-56.35279674169682
-30.06224642199166
49.59750526895357
-53.35362508048664
21.99267596900215
40.18370854306106
-79.16829127272896
44.40593101167349
61.88020259328959
-99.18860697661565
-19.27454418451861
-25.5932776556555
34.22691549924829
-22.10202455913627
-6.39665034100527
16.6896582964671
-33.64219964775799
26.93129457821163
-61.4429527299172
2.518773492004534
27.84211819800098
-64.21795857755293
23.41793217785136
42.35384841217424
-82.28167292191438
-17.53185315614021
-22.12215420471382
31.71808114747499
26.09107942262104
59.21163122569168
-88.35788836331065
-10.06598689500851
-18.2033951519873
33.88735604522824
-33.50708764836595
28.23675401111776
-62.4119519136726
2.792845064303038
-20.40897634850272
35.31475855123478
-14.79033386029412
-19.43236299006199
31.59208755604586
-1.892207916126517
-21.72320868575929
35.3080907271866
-16.03151011545156
-20.09252168874482
32.16401668344877
0.767781557249859
-8.863499849568484
34.6539803168613
10.95579869280003
-37.46198694890228
29.63299164924181
56.27482714587303
-14.30626004648881
-3.622641157677907
-25.24324180421488
-4.296301723529002
9.962289462871611
52.30919601090637
-11.62807490954664
-10.74317360190451
49.00811156016355
-0.734506655290128
-11.59577906642813
48.65979513891497
-4.576734431174276
-15.07277270005869
-0.3543592349427422
-22.19154089858799
35.10765847380945
6.377653866730202
-16.6286684781335
34.74183260384536
1.818516361778681
-20.90386643166721
35.33974183644583
11.4217415652981
-23.20556226492413
32.97815216345225
10.30304328939666
-22.04191411080202
32.01994071931764
-17.47059403916056
-25.65390900463966
33.88743186886632
22.9075781932987
-22.34179168586432
26.50284177283025
3.500928852472585
-24.81189660920509
35.90267682239318
5.224002024646564
-23.62663203245547
34.5476758520443
-3.002949085393759
-24.15713084050301
35.65961853054028
-26.15617127020777
-18.66067423165701
26.76735419224907
-9.38118613989641
-33.00664878617842
35.76055761284612
-14.1648538908537
-19.52071878839426
31.76866891853061
5.385731020041672
-22.8783386521453
33.89773891179768
48.25773596974522
3.463748487967631
-11.31234886958209
3.384150628840974
-29.77479964538342
36.93478600379219
-19.09805168211447
-23.28270294792626
31.36856860953385
-0.6404800990339165
-24.99086115893007
36.53240241828598
-1.17108182215816
-34.28363251246364
36.37007581010287
11.16786187683001
-27.53155395623
33.64190269346153
-1.893266534852265
-21.72420035526397
35.30692787652684
-10.46719628819592
-20.97341498034994
33.49133825481051
-16.75455099944583
-18.36960700167757
30.6713764787866
-9.648045794450116
-19.5134567185314
34.14845728441389
17.43193434480368
-42.62522068671463
25.98221356714743
-8.354451698971459
-23.8371229768067
35.92949762301696
-16.30468455728997
-17.96715983275432
29.96462842733661
-9.517862198320149
-14.52732746470031
35.07279870291085
47.77158974416513
9.366718143513255
-7.66355191389136
3.720796193678161
-13.98613170965965
35.56647021061217
-15.07921883877962
-16.11077983217572
30.95157684175749
-10.10072446934366
-13.06098722227014
33.86795672364149
4.910633555706648
-17.6187175647395
35.30086784454102
48.2369957614801
9.318057918029236
-6.704642689139813
51.5831541401901
0.7076763014183143
-4.866687068280514
56.424296755481
-15.35133895894723
-4.463506755202228
57.29258459984876
-19.96252821464796
-5.082403023353194
21.72361504220628
38.40813937695103
-77.49695025701683
1.051127907563261
-56.45199183327394
31.46106015923692
-14.97207274593602
-29.14310170262164
37.90215367136635
11.54922663593236
-26.16593797168129
32.65784080240774
-14.12063012475907
-18.91219359136095
31.43399456171489
6.320585006753468
-30.00836309267439
37.01018757131509
-17.25099907703972
-16.37818208544826
28.11340819266952
6.774562417526591
-7.408359902788333
32.01424640356341
3.139110151729329
-7.971239323278222
33.75159113536222
1.039865150385578
-7.467608711347237
33.78171747922428
-10.92113207545098
-3.42907432388428
28.53346997572364
22.84355226850236
54.95141287218739
-89.76586815676821
-0.6620011476031831
60.8685027639924
-67.00354034476877
50.16817911584757
-14.48343411704919
-17.16633152598636
50.81401974023687
-15.34917613235582
-16.81115209923764
-78.59268518336503
-52.54084990918032
33.21385428219525
-32.37802295351179
35.56999548979967
-64.58488604495078
-32.00515633901723
25.29337052242325
-57.67293058363975
-23.46412545010214
-21.89963311092686
30.18109859574805
-27.70659879202413
27.16251920194698
-61.22078254194768
-2.804924665653705
42.6291022165207
-79.3576771432175
23.28900001612856
-19.02248922751678
22.81450835356385
54.76818028767744
-47.13059297033804
18.0218138473569
-0.7756881944151172
-9.341198258410451
34.90703790011219
4.484148255893523
-29.57676430549136
36.5664263865903
-10.95118340718914
-23.66152720694271
35.65441377562232
43.35500455083782
60.13899146650117
-100.1993542543245
-8.057338634579311
-23.98313444648626
35.96950025038385
51.8847588625479
18.12738661784405
-33.51612158410106
2.196836510702425
-10.06769661683328
34.94847520976222
-32.09918501099694
34.14434522155786
-65.30881763394578
-39.1413239801237
49.7869560769449
-45.27305301237649
-18.98975535444487
54.57548165666252
-57.70834101706279
-8.473758233969042
-22.7504487290317
34.63449320108995
9.640830010707997
-38.15990089878616
30.08587110606799
-31.86058514342183
35.155379426006
-64.66029119673843
-7.873053133531702
-17.12061893768338
35.13334944793398
-17.94755537530508
-18.47246780335711
30.49863036303887
3.372837912833538
-32.61918412761985
37.43145146014724
2.788727139802802
-13.61161493612133
35.65615801776234
-34.59094435343547
38.53164345801844
-59.95876027971101
28.22224924489248
60.25835847178423
-89.0902554424102
14.82371681542674
-21.56608946923145
30.91450145877308
-27.76314026579871
41.1407232498208
-62.96466987742912
-36.50158182348405
53.59372687485982
-44.99544681867074
-40.9066461411874
51.83776781894684
-42.97950164457144
-13.75310116686571
-12.37327282731563
31.48895389868989
9.291627118201195
57.42136740215081
-76.39814155044493
-17.98901009643961
57.3675475598689
-54.65997432345637
23.27309377020429
42.09588961432708
-81.17222465438542
-39.87665461168955
52.99262952748347
-42.78708933958526
11.08043827039059
-37.69438815009322
29.63895847582208
55.89874861603412
-46.13195230094135
16.82438865857397
10.59241523381556
57.93396599082146
-77.14704365663442
6.673075321085437
-0.3292228705101443
23.81362806382564
50.02451028937197
21.50742456795184
-34.76772354007533
10.81301058567652
-28.35895585923866
34.72276439784147
-5.842003963068181
-25.51953752077225
36.6035624195827
5.768264679783506
-19.97596765291458
34.56735145796599
-14.34812749921883
-21.21445189353739
33.36119281318033
20.96811623696571
-12.63467975254358
20.02676653351635
-17.16421971160628
-25.06338952081595
33.37678612205456
14.67633823358352
-20.38895211141081
29.73609268240849
18.84423021049157
53.97115429824873
-87.5626386830633
-9.568574515965507
56.27118100761607
-63.38302540301348
-37.9896936474362
44.65254415976464
-51.63874222583132
-34.28470366423666
36.8276807770971
-61.21804196120534
12.93595515157157
-34.49452960875787
30.83655947372496
-24.58877532941604
16.0471424377244
-48.9730375081727
46.48785496968965
24.04714847872112
-41.29928661962524
-28.87669542082212
11.87751240220104
-43.83791288594806
-12.44240617349501
-23.15910619347262
35.29720260187148
-11.94212077351213
-20.38546093467464
32.67981199870724
-43.7166109430194
48.14325138937551
-43.90192551382832
0.933207301376933
-23.58491898862773
34.89012783927745
-63.75808839097893
27.21674124466731
-47.60421901890367
-68.79043621288398
34.28818869087298
-34.59530082968818
1.577550871764741
-24.2790216211389
35.47777410999942
13.83837048519478
-22.58911815918473
32.09637437747974
15.13165513523417
-27.4909813696878
33.41584270183364
-20.35527640330809
-24.98579080107298
33.59974917978278
28.39271522784905
28.37443369185313
-66.40991415007009
-25.32875742816289
54.74305517264122
-51.77195867077923
19.00082072219814
-16.05375551788026
24.34358677709593
27.52577508089301
59.652302501192
-88.93664157669764
-25.30855967117511
-15.01960368560436
22.38161742420613
7.424137093035349
57.615703061678
-76.4041544774047
-16.82338794055244
57.27477492013121
-56.89945460698836
3.843599990661362
53.25761497626674
-75.72599706645218
-16.83809808243448
-24.78939906503709
32.96309401012495
-16.53883351762669
-23.44112180285504
32.0970518506848
29.2400381581282
15.0483911849571
